id,selling_price,code,item_name
1636,50,3357,NERVILIN 75MG
1637,170,3362,LYRICA 75MG 56'S
1638,160,3372,NEXITO 20MG
1639,50,3380,CLONAZ 0.5MG
1640,90,3421,ARIPITAS 15MG
1641,75,3495,PRENOR 25/5
1642,75,3547,ENCORATE CHRONO 500MG
1643,135,3557,ARIPITAS 30MG
1644,55,3567,Epanutin 100mg
1645,80,3640,EPILIM CHRONO 300MG
1646,60,3642,ENCORATE CHRONO 300MG
1647,30,3656,ATREST 0.5MG
1648,70,3695,TOPAMAX 25MG
1649,95,3711,Trinerve
1650,80,3779,QUTIPIN 50MG
1651,110,3833,VALTAS OD 750MG
1652,150,3839,DULOMIN 60MG
1653,150,3891,ZOLOFT 50MG
1654,100,3898,LAMICTAL 25MG TURKEY
1655,235,3915,CONCERTA 27MG
1656,130,3964,DUZELA 60MG
1657,110,4026,Rivotril 2mg
1658,115,4292,epilim chrono 500mg
1659,46,4380,SYNGAB 100MG
1660,240,4417,Seroxat 20mg
1661,180,4453,LYRICA 150Mg 56'S
1662,35,4804,FLEXILOR P 8MG
1663,45,5733,CABALIN 75 MG 30S
1664,75,5785,LEVIGRESS 500MG(levetiracetan)
1665,150,5987,MORPHINE 30MG TABS
1666,40,6000,Milam 7.5 MG
1667,50,6398,CLONAZ 2MG 30S
1668,150,174,SALBUTAMOL SYP 100ML
1669,50,405,MONTIZED 10MG
1670,120,2427,MONTERU TABS
1671,1700,3348,SUDAFED SINUS MAX
1672,1150,6154,SUDAFED DECONGESTANT SYRUP100ML
1673,135,6218,SINUTAB NON DROWSY 15S
1674,1900,6368,STERIMAR ADULT ISOTONIC 100ML
1675,1250,7,ELICASAL OINT 30G
1676,200,823,LANOLIN CREAM 20G
1677,350,882,FUNBACT-A CREAM
1678,2442,924,SEBAMED MOISTURISING BODY LOTIO
1679,250,1339,OLIVE OIL 50ML
1680,900,1849,EUMOVATE CREAM 25G
1681,3000,2034,NOXIDIL 5% 60ML
1682,1350,2093,JOHNSONS BABY SHAMPOO 200ML
1683,2350,2328,ADCLEAR ACNE CARE FACE WASH 60G
1684,700,2524,VASELINE COCOA BUTTER 20G
1685,2350,2605,DERMOL EMOLLIENT CREAM 500ML
1686,1250,2689,ELICA OINTMENT
1687,2150,2808,EPIMOL-B PLUS 400G
1688,780,3068,JOHNSONS VITARICH BRIGHTNG LOTN
1689,300,3655,JOHNSONS BABY JELLY UNSC.100ML
1690,1000,3666,MOMATE F CREAM 10G
1691,2760,3913,LAROCHE LIPIKAR SYNDET AP+200ml
1692,4650,4017,Anthelios shaka FLD SPF 50+50ML
1693,5400,4157,LAROCHE LIPIKAR BAUME AP+M400ML
1694,3500,4208,SOLARCARE SPF 50
1695,700,4398,JOHNSONS BABY AQ CREAM LF 350ML
1696,4000,4442,LAROCHE LIPIKAR SYNDET AP+400ML
1697,4050,459100,LAROCHE LIPIKAR BAUME AP+M200ML
1698,780,6336,JOHNSONS VITARICH INDULGING LN
1699,200,5780,NEMOCID TABS
1700,30,2718,MELANOV 80MG 30S
1701,30,2746,DIAGLUC 80MG
1702,600,5641,TRELAZ 100MG 4S
1703,10,5654,METFORMIN NORVATIS 500MG
1704,10,5655,METFORMIN 1GM(NORVATIS)
1705,175,6143,LINVESTA-EMP 5/25MG
1706,150,344,BORIC ACID EAR DROPS
1707,300,838,CANDID EAR DROPS
1708,270,2072,ceprolen ear/EYE
1709,350,2145,OTOBIOTIC EAR DROPS
1710,400,2191,OTOREX
1711,650,2774,dura tears
1712,1300,2971,WAXSOL
1713,450,3089,Ceprolen D
1714,800,3777,OLOPAT OD EYE DROPS
1715,2600,5142,LACOMA T EYE DROP
1716,1960,5159,XOLA EYE DROPS
1717,200,5163,IVYSOLONE EYE DROPS
1718,150,5903,IVYGENTACIN EYE DROPS 10ML
1719,1700,6176,ARTELAC INTENSE DROPS
1720,1500,6301,AZELASTIN-COMOD 0.5MG/ML 10ML
1721,4200,6417,XALATAN 0.005%
1722,350,15,PHARMAFLUR EYE DROPS
1723,900,307,BETOPTIC
1724,350,333,OPTIMAL EYE DROPS
1725,100,505,Tetracycline eye
1726,300,672,TML 0.5% EYE DROPS
1727,400,701,MAXITROL EYE DROPS
1728,400,788,BEUFLOX -D
1729,750,826,ALACOT DS
1730,1550,839,REFRESH LIQUIGEL
1731,1300,1009,PATANOL EYE DROPS
1732,3400,1064,AZARGA EYE DROPS
1733,350,1215,DEXTRACIN eye
1734,550,1242,OCULAST EYE DROPS
1735,950,1329,FML-NEO
1736,300,1388,Lubtears drops
1737,450,1425,FRAMYDEX E/E DROPS
1738,1200,1476,ZOLICHECK T
1739,200,1581,PROBETA-N drops
1740,250,1760,IVYDEXONE
1741,450,1884,AUROFLOX 0.3%
1742,3000,1889,COMBIGAN EYE DROPS
1743,570,1912,MAXIDEX drops 5ML
1744,2150,2049,EVOLVE HYPOMELLOSE
1745,300,2102,DICLOGENTA EYE
1746,3200,2239,TRAVATAN E/D 2.5ML
1747,1800,2255,AZOPT EYE DROPS
1748,1900,2268,Hylo-comod eye drops
1749,650,2413,FLAREX DROPS
1750,850,2486,Apdrops eye drops
1751,550,2608,MYDRIACYL EYE DROPS
1752,1700,2777,Optive eye drops
1753,1050,2838,CILOXAN DROPS
1754,450,2934,KETOLAC 0.5 EYE DROP
1755,2050,2979,OPTIVE PLUS EYE DROP
1756,150,2990,PHARMADEXNEOCIN
1757,700,3041,DEXA G EYE DROPS
1758,3000,3059,LUMIGAN 0.01%
1759,850,3195,UNIBROM EYE DROPS
1760,700,3388,TOBREX DROPS
1761,850,3390,CYCLOGYL 1% EYE DROP
1762,1350,3471,OPTREX SORE EYE DROPS 10ML
1763,1000,3488,TEARS NATURALE
1764,670,3503,MAXITROL EYE OINT
1765,1400,3527,PREDFORTE EYE DROPS
1766,1900,3570,RELESTAT EYE DROPS
1767,500,3593,Siccaprotect E/drops 10mls
1768,1200,3673,BRIMOCHEK-T E/D 5MLS
1769,2700,3734,0039.11.3 ALPHAGAN E/D 1.5mg/ml
1770,700,3746,OLOPAT EYE DROPS
1771,3600,3799,SIMBRIZA EYE DROP
1772,1300,3820,REFRESH TEARS
1773,1300,3844,Allergo comod
1774,2100,3850,OPTIVE FUSION
1775,1900,3851,SYSTANE LUBRICATING
1776,1050,3884,APDROPS DX DROPS
1777,870,3907,MOFLOREN EYE
1778,1200,3944,tobradex oint
1779,300,4086,AUROSOL EYE DROPS
1780,1600,4235,ARTELAC ADVANCED
1781,770,4250,OPTIDEX T DROPS
1782,3150,4314,LUMIGAN EYE 0.03%
1783,550,4345,OPTIPRED EYE 5ML
1784,1200,4347,EXOCIN EYE DROPS
1785,2050,4422,ACULAR EYE DROPS 5ML
1786,2000,4431,OPTIVE GEL DROP
1787,250,4451,FLORAL EYE DROPS
1788,2950,4468,XOLAMOL DROPS 5ML
1789,3850,4532,GANFORT EYE DROPS
1790,800,4579,MAXIDEX OINT
1791,250,5162,ORBIDEX EYE DROP
1792,200,5175,IVYSONE EYE DROPS
1793,150,5407,PHARMAPHENICOL EYE DROPS 10ML
1794,376,5408,PHARMAMOICELL EYE DROPS 10ML
1795,42,5409,PHARMAGENTACIN EYE DROPS 10ML
1796,1850,5468,LOCOMA T TEARS 205ML
1797,750,5487,AUROZOLE EYE DROPS
1798,2150,5533,EVOLVE CARMELLOSE EYE DROPS
1799,100,5620,gentamycin eye drop
1800,850,5702,softdrops eye drops
1801,200,5705,TEARSFORTE
1802,0,5706,HYPOCOMOD EYE DR
1803,180,5893,DICLONE EYE DROPS 5ML
1804,300,5931,TOBRASONE(TOBRAMYCIN $DEXA)
1805,900,6041,Alerchek eye 0.1%
1806,2400,6175,ARTELAC ALLERGY DROPS
1807,800,6290,PHARMACARP (PILOCARPINE) DROPS
1808,2900,1369,Evra patch
1809,1200,3334,SKYN INTENSE FEEL DOTTED
1810,3100,12334,Aptamil 1
1811,2350,6345,JOINTACE GEL
1812,500,6386,HYPOMER GEL 10G
1813,80,5867,RABZ D
1814,80,5869,ITORPLUS CAPS
1815,50,5872,RABEFLUX DSR
1816,1700,5546,PICKLES GLUCOSE STRIPS
1817,100,28,MTM 100MG
1818,50,79,MTM 50mg
1819,45,277,TAMOXIFEN 20MG TABS
1820,120,428,NOLVADEX-D
1821,210,449,DETRUSITOL 2MG
1822,60,525,BROMODEL TABS
1823,15,594,Oxinus 5mg
1824,27,844,NEOMERCAZOLE 5MG
1825,15,976,EUTHYROX 25MCG
1826,55,1072,Primolut-N
1827,850,1090,DOSTINEX 0.5MG
1828,20,1306,CARBIMAZOLE 5MG (remedica)
1829,500,1316,Gynaecosid
1830,140,1371,CLOMID 50MG
1831,100,1538,Duphaston
1832,60,1540,TRENAXA 500MG
1833,800,1617,CABERLIN 0.5 - SUN
1834,20,1686,EUTHYROX 100MCG
1835,255,1726,LETROZ 2.5MG
1836,400,1733,MICROGYNON FE PILLS
1837,110,1878,Sylate 500mg
1838,85,1950,DAFLON 500mg
1839,60,2007,Hemsamic Caps 500mg
1840,1500,2180,Viagra 100mg
1841,1500,2534,VIAGRA 50MG
1842,160,2659,Susten 400mg
1843,180,2882,ROACCUTANE 10MG
1844,100,2890,Kamagra 50mg
1845,120,2953,PHLEBODIA 600MG
1846,50,3212,ESTOVON CAPS
1847,195,3219,PROVIRON ORG
1848,110,3394,Manix caps
1849,200,3413,LETROZOLE 2.5MG
1850,65.18,3683,ORGAMETRIL
1851,110,3710,Susten ovules 200mg
1852,65,3744,Dobesil Caps
1853,90,3808,TX-MF tabs
1854,350,4094,FEMARA 2.5MG
1855,1850,4161,DRONIS 3MG/0.02MG
1856,1300,4191,VIAGRA 25MG
1857,2200,4195,CIALIS 20MG TAB
1858,30,4335,Steron
1859,8300,5718,femoston 1/10mg
1860,150,5991,microlut 35s (per strip)
1861,75,6105,premarin 0.625 84'S
1862,50,6416,pro melatonin tabs
1863,60,5395,SAFETELMI 80MG
1864,55,5396,SAFETELMI 40H
1865,245,6390,UPERIO 50MG 28S TURKEY
1866,105,4116,VINGRAF 1MG (TACROLIMUS)
1867,400,6364,CICLOSPORIN 50MG CAPS 30'S
1868,500,1459,RINGERS LACTATE
1869,100,260,Kaluma Inhaler.
1870,250,812,COMBIVENT VIALS 2.5ML
1871,1600,1240,Budecort 100
1872,2450,1275,Budecort 200
1873,1100,1771,FLUSORT NASAL SPRAY
1874,750,1800,VENTOLIN EVOHALER
1875,1500,3161,XYLOLIN CHILD
1876,1400,3210,NEBZMART S 2.5
1877,6000,3271,SERETIDE 50/500 disc
1878,1500,3678,FLIXOTIDE 50MCG
1879,1900,3688,FLIXOTIDE 125MCG
1880,1450,3728,AEROVENT INHALER
1881,3000,3801,FORALIN 200
1882,4100,3933,SERETIDE 25/250
1883,1400,3972,VENTOLIN RESP SLN
1884,5000,3989,SERETIDE 50/250 disc
1885,4500,4159,FORALIN 400
1886,3500,4214,SYMBICORT 160/4.5 120 DOSES
1887,3500,4471,SERETIDE 25/125
1888,4200,4592,NASONEX NASAL SPRAY
1889,2500,4943,MOMATE AZ SPRAY
1890,1300,7192,GLYCERYL TRINITRATE (GTN) SPRAY 400MCG 200 DOSES
1891,1500,5553,FORACORT INHALER 200MCG
1892,2607,5800,FORMONIDE INHALER 400MG
1893,1100,5807,DECOMIT 100HFA INHALER
1894,1000,5959,SALTROL INHALER
1895,900,6276,VICKS INHALER (WITH PACKAGING)
1896,1300,6372,foracort 100 inhaler
1897,1700,6380,FORMONIDE 200 120D
1898,700,6382,DERIHALER INHALER 200 DOSES
1899,200,6,DEXAMETHASONE INJ
1900,200,9,adrenaline inj
1901,130,18,ARTEMETHER
1902,150,31,Aminophyline inj
1903,100,33,atropine injection
1904,300,90,Quinine injection
1905,200,119,procain penicilin fortified
1906,500,145,CEFTRIAXONE IGM INJ
1907,200,240,Gentamycin inj
1908,200,256,Hydrocortisone inj
1909,300,416,ARTESUN INJ 60ML
1910,100,421,LIDOCAINE PLAIN
1911,2900,470,LANTUS SOLOSTAR original
1912,500,495,METRONIDAZOLE I.V
1913,250,1152,TETANUS VACC 0.5ML
1914,2800,1220,ROCEPHINE 1GM
1915,2850,1345,DIPROFOS INJECTION (ORIGINAL)
1916,3000,3233,CLEXANE INJ 20MG
1917,1200,3542,DEPOMEDROL 80MG INJ
1918,1950,3575,HUMALOG CARTRIDGE
1919,1050,3610,PANTOCID I.V 40MG
1920,6350,3639,CLEXANE 60MG INJ
1921,5100,4041,Rocephine 2gm
1922,4150,4225,HUMALOG MIX 25 vial
1923,4800,4320,CLEXANE 40MG INJ
1924,2300,7597,HUMALOG MIX 50
1925,2800,4800,NOVOMIX 30 flexpen
1926,40,5282,INSULUN MICROFINE BD 8MM G30
1927,5760,5587,HUMALOG 100I.U 10ML
1928,500,5961,DEXTROSE 50% 100ML
1929,300,6025,VITAMIN K PAED 2MG INJ
1930,200,6125,VITAMIN B COMPLEX INJ 10ML
1931,500,6236,LEVOFLOXACIN INFUSION 100ML
1932,300,6238,CIPROFLOXACIN INJECTION
1933,1200,6245,DIPROFOS INJECTION (GENERIC)
1934,2000,6274,Erythropoetin inj 4000
1935,300,474,K-CORT 40MG
1936,700,1031,ESOME IV 40MG
1937,500,1552,TETANUS INJ
1938,2000,3062,sustanon injection
1939,950,3838,PABRINEX INJ 1&2
1940,1300,4495,MIXTARD 30 FLEXPEN
1941,1450,5274,RABBIES VACC ABHAYRAB
1942,11000,7361,ANTI D INJE RHOCLONE 300MCG
1943,600,5782,VITAMIN D3 INJ 300.000 (DEVIT)
1944,2129,5828,PIPZO 4.5GM INJ
1945,77,5829,CRYSTAPEN INJ.5 MEGA 1S
1946,23,5830,CRYSTAPEN IM.U INJ
1947,1000,5831,CEFTRIAXONE & SULBACTAM
1948,1351,5832,KETESSE INJECTION 50MG 5S
1949,200,5860,METOCLOPROMIDE INJ 2ML 1S
1950,150,5862,TRIPLE PENICILLIN 6.3.3 injection
1951,1200,5863,KRIDOFOS INJ 2ML 1S
1952,300,5943,ONDANSETRON INJ 8MG/4ML
1953,500,5944,CEFTAZIDIME 1GM INJ
1954,80,5945,KENACORT INJ 40MG/ML
1955,1350,6300,PRIMOLUT DEPOT 250MG VIAL
1956,70,196,IV GIVING SET
1957,200,464,Epsom Salts 100G
1958,30,576,Ors Sachets
1959,125,1124,CASTOCAP CAPSULES
1960,150,1311,Micronema 10ml
1961,30,1659,DULCOLAX TABS 5MG
1962,110,1674,MOVICOL PAEDS
1963,110,2076,Fybogel Satchets
1964,1100,3021,SKILAX DROPS
1965,450,3275,LACTULAC 100ML
1966,1200,3329,Osmolax 200ml SYR
1967,250,3681,MICRONEMA 20ML
1969,1950,4521,Duphalac SYR
1970,10,4566,SENNA TABS
1971,350,5963,LACTITOSS 100ML
1972,1950,6123,WELTEK FIBRE 90GMS
1973,750,2162,BLISTEX INTENSIVE MOISTURIZER
1974,600,5682,NIVEA WATERMELON 4.8G
1975,600,5690,VASELINE LIP CARE STICK 4.8G
1976,400,1092,FISHERMANS ORIGINAL
1977,15,1985,FRICKS HERBAL MENTHOL
1978,1300,3256,Strepsils ORIG 16's
1979,85,3430,"STREPSILS SORE,COUGH"
1980,2100,3460,Andolex c pastillies
1981,50,3480,STREPSILS REGULAR PAIR
1982,60,3522,STREPSILS ORANG Vi C
1983,75,3540,STREPSILS 24S H & L
1984,75,3616,ADVANCIS EXTRA THROAT LOZ
1985,80,4227,STREPSILS XTRA B/C
1986,50,7634,STREPSILS HON & LEM PAIRS
1987,85,7358,ANDOLEX C LOZ HONEY/LEMON
1988,60,5414,strepsils mentho lozenges
1989,15,5574,Fricks ginger lozenges 72's
1990,15,5575,Fricks H/L lozenges 72's (herba
1991,20,5650,FLUGONE LOZ ORANGE 24'S
1992,300,6026,JAKEMANS CHERRY MENTHOL COUGH
1993,300,6027,JAKEMANS HONEY & COUGH DROPS
1994,20,6094,HONITUS LOZENGES DABUR 24S
1995,1800,1797,SKINS AQUA LUBRICANT
1996,400,5154,MUSCULA LUBRICANT
1997,736,5604,masculan lubricant strawberry
1998,400,5605,masculan lubricant velvet
1999,1003,5671,K.Y JELLY 50GM
2000,1950,6002,SKINS MANGO &PASSIONFRUIT WATER
2001,2300,6004,SKINS EXCITE TINGLING WATER
2002,1950,6005,SKINS STRAWBERRY WATER
2003,1950,6006,SKINS DOUBLE CHOCOLATE DESIRE
2004,1950,6007,SKINS WATERLEMON
2005,1950,6008,SKINS SALTED CARAMEL SEDUCTION
2006,2300,6009,SKINS AQUA LUBRICANT 250ML
2007,1100,5966,DREZ THROAT SPRAY
2008,300,6409,Accufast hcg pregnancy test
2009,20,30,ELASTOPLAST
2010,10,44,ZINC SULPHATE 20MG
2011,3500,45,SOLUMEDROL INJECTION
2012,15,75,DEXAFIL DEXAMETHASONE O.5MG
2013,5,141,G23 needles
2014,20,165,FACE MASKS BLUE
2015,5,177,ALCOHOL SWABS
2016,100,186,STRAPPING Z.O.P 2
2017,500,189,talgentis 20mg
2018,150,214,EPSOM SALT 25G
2019,500,220,HIV SELFTESTING KIT(BLOOD)
2020,20,226,WATER FOR INJ 10mls
2021,200,247,METHYLATED SPIRIT 500ML
2022,50,285,"CREPE BANDAGE 2"""
2023,150,286,URINE DRAINAGE BAG
2024,100,301,GENTIAN VIOLET 100ML
2025,10,303,2ML SYRINGE
2026,150,305,CATHETERS FOLLEY 18G
2027,80,310,PEXOLA 0.25MG
2028,80,315,Liquid paraffin 50ml
2029,450,327,Digital thermometers
2030,20,332,GLOVES LATEX 50PAIRS
2031,3,353,BLOOD LANCETS 100'S
2032,40,369,ASHTON 20s (ASPEN)
2033,10,374,10ML SYRINGE
2034,80,375,methylated spirit 50mls
2035,200,406,CASTOR OIL 100ML
2036,20,420,FACE MASK BLACK
2037,30,423,BECOACTIN TABS
2038,50,442,crepe bandage 3''
2039,120,493,"CREPE BANDAGE 6"""
2040,150,503,LIDOCAINE WITH ADRENALINE
2041,100,509,TRUST studded
2042,15,511,EUTHYROX 50MCG
2043,100,512,TRUST RIBBED
2044,150,522,MOSQUITO REPELLANT
2045,15,534,GOOD MORNING TABS
2046,200,538,COLDCAP DAY 12'S
2047,550,540,CORN CAPS 5'S
2048,10,548,5ML SYRINGES
2049,475,553,CELLCEPT 500MG
2050,5500,554,MINOXIN PLUS 5% SOLN
2051,500,585,VERSMAN BUMP CONTROL
2052,80,601,TORLEVA 250MG 30's
2053,120,604,castor oil 50mls
2054,5,613,GIFOL TABLETS
2055,80,620,"CREPE BANDAGE 4"""
2056,15,644,MARAMOJA
2057,150,656,BEECHAMS FLU PLUS H/L SACHETS
2058,250,663,TINCTURE OF IODINE
2059,1100,676,KNEE SUPPORT M
2060,550,679,CRAFE AWAY CIGAR
2061,150,702,COTTON WOOL 100G
2062,45,710,VITAGIN M
2063,150,716,CATHETERS FOLLEY 16G
2064,3400,720,GLUCERNA TRIP. CARE
2065,500,731,DEXTROSE 5%
2066,250,775,DREZ OINTMENT
2067,500,777,CYPRO B PLUS SYP
2068,120,783,GRABACIN 3 TULLE
2069,20,811,ONE TOUCH DELICA LANCETS
2070,15,834,COLDCAP 96
2071,650,849,CIALIS Tabs 5MG 28s
2072,15,863,OXYBUTYNIN 5MG
2073,300,869,FISHERMAN SUGAR FREE
2074,200,886,rexedine m/wash
2075,15,918,HEDEX
2076,400,923,FISHERMAN FRIEND B/C
2077,550,938,SKINS ULTRA THIN 4'S
2078,80,945,ROWACHOL CAPS
2079,400,949,FISHERMAN MINT
2080,3700,954,ON CALL PLUS MACHINE
2081,10,966,ASHTON(GENERIC)
2082,85,982,BIOGRAS 10CM*10CM
2083,150,984,BETA GRIPE WATER 100mls
2084,100,987,TRUST CLASSIC
2085,400,1014,FISHERMAN CHERRY
2086,20,1021,SARA FE CAPS 30'S
2087,2500,1040,EPIMAX ALL PURPOSE CREAM 400G
2088,15,1042,COFTA TABS
2089,850,1047,BLISTEX MEDIPLUS SPF 15 POT
2090,1450,1062,BABY MASK WITH VALVE
2091,80,1066,ROWATINEX
2092,50,1070,SURGICAL GLOVES
2093,400,1091,FISHERMAN ANISEED
2094,1300,1116,ON CALL PLUS STRIPS
2095,550,1135,SKINS FLAVOUR CD 4'S
2096,650,1148,EMULSIFYING OINT 500G
2097,70,1164,KALUMA 9ML BALM
2098,950,1168,unwaxed FLOSS ORAL B
2099,18,1177,ALEZE 300MG
2100,45,1194,NICORETTE 2MG FM
2101,20,1199,PANADOL EXTRA 100'S
2102,1900,1212,EPIMOL B AP
2103,700,1236,VASELINE LIP THERAPY ALOE VERA
2104,250,1245,DIOVAN 160MG
2105,10,1246,"STERILE GAUZE 4""*4"""
2106,65,1278,LIPILOC TABS
2107,300,1284,COLIZA DROPS
2108,20,1321,KALUMA STRONG TABS
2109,2600,1330,Gauze roll 1.5kg
2110,950,1340,SWEETEX TABS 800S
2111,2500,1342,SYSTANE ULTRA E/D
2112,250,1361,AMANTADINE 100MG
2113,120,1373,BIOGRAS 10CM*40CM
2114,120,1390,talgentis 5mg
2115,300,1391,URIKIND-KM SATCHET
2116,40,1419,PANADOL C & FLU
2117,750,1439,HER KIT
2118,90,1441,KARVOL INHALATION
2119,100,1447,PRIMAPORE 6*8.3 CM
2120,40,1450,PREGNACARE ORG
2121,1500,1472,stud spray
2122,100,1493,WET WIPES Aryuv 10s
2123,100,1504,COTTON WOOL 50G
2124,155,1509,ARICEPT 5MG TABS
2125,400,1512,IVERMECTOL 3MG 1S
2126,150,1518,GIT PLUS CAPS 10's
2127,50,1525,PEPSOL DIGESTIVE
2128,420,1535,KLEEN ENEMA 135ML
2129,150,1557,CONDOM CATHETER MEDIUM URIDOM
2130,500,1580,MASCULAN FRUTTI 3'S
2131,1293.1,1624,110039..40 A2A SPACER
2132,90,1660,TOTHEMA SOLN
2133,250,1666,SAVLON 75ml
2134,45,1677,BIOFOLIC DHA CAPS
2135,550,1715,SKINS DOTS & RIBS CD 4'S
2136,550,1716,SKINS ASSORTED CD 4'S
2137,550,1717,SKINS BUBBLEGUM CD 4'S
2138,550,1718,SKINS NATURAL CD 4'S
2139,60,1720,metoz 5mg
2140,20,1722,KALUMA LOZENGES
2141,600,1731,Flugone balm 50g
2142,60,1780,WATERGUARD 150ML
2143,1000,1803,EPIMOL E SOAP
2144,950,1810,MILTON TABS 28'S
2145,45,1819,BD NEEDLES G32 4MM [green]
2146,550,1823,COTTON WOOL 400G
2147,90,1828,FERTILION-M 30's
2148,800,1872,HOTWATER BOTTLE
2149,65,1903,FLEX 14 15`s
2150,1900,1907,BONJELA ADULT
2151,1900,1918,ketoplus shampoo
2152,240,1921,FEBO-G 80MG 20S
2153,950,1926,NIQUITIN 21MG
2154,1400,1936,DALACIN T
2155,290,1979,JOHNSONS BABYJELLY SCEN 100ML
2156,55,1987,Torsinex 20mg
2157,40,1990,ZECUF HERBAL COUGH LOZENGES 20'S
2158,550,1992,CANDERELL 105'S
2159,800,2020,SENSODYNE MULTICARE 75ML
2160,20,2022,FLUGONE caps 10'S
2161,25,2051,BG-GLUTAMINE PLUS
2162,250,2063,TRANSPORE 2 INCH
2163,75,2067,levipil 250mg
2164,1250,2097,CANDERELL 300'S
2165,60,2117,NICORETTE 4 MG FF
2166,450,2120,CIPROCENT EYE
2167,40,2147,DIGEVA F sachets
2168,85,2151,D-TAM TABS 30S
2169,850,2171,TESS BUCCAL PASTE
2170,250,2181,AQUEOUS CREAM 100G
2171,75,2203,NERVICRA SOFTGELS
2172,1050,2207,ADVANCIS PASSIVAL
2173,2850,2211,PREGNACARE PLUS
2174,350,2217,SCABION 60ML LOTION
2175,650,2280,ACNES SCAR CARE 12G
2176,2470,2324,ONE TOUCH SELECT PLUS STRIPS
2177,95,2332,VESIWIN 5MG
2178,110,2333,CALCINOL-1000 10'S
2179,350,2339,OLIVE OIL 100ML
2180,60,2351,METPURE XL 25MG
2181,900,2372,HAZELLIC SOAP
2182,600,2388,NIVEA LIPBALM HYDRO
2183,220,2393,ROACCUTANE 20MG
2184,30,2411,BD MICROFINE 1ML
2185,160,2430,GABANERVE CAPS
2186,65,2446,NICORETTE 4MG ORIGI.
2187,1550,2453,LISTERINE FRESHBURST 250ML
2188,4300,2458,MENOPACE PLUS
2189,700,2459,NEOPEPTINE DROPS
2190,1100,2474,EUGICA HERBAL MOUTH spray
2191,700,2475,CAUSTIC PENCIL 95%
2192,50,2506,DEXPURE 10MG
2193,190,2508,KOTEX PANTY LINERS
2194,70,2514,NUCLEO C.M.P FORTE
2195,400,2519,CAUSTIC PENCIL 40%
2196,750,2525,VASELINE LIP THERAPY ORIG 20G
2197,110,2526,EUGICA HERBAL INF
2198,150,2546,ENTEROGERMINA 5ML
2199,130,2565,ENO SATCHETS 4's
2200,100,2566,ONCOSIL 250MG
2201,100,2574,PITAVA 2MG
2202,85,2584,UDIHEP 150MG
2203,1100,2586,DEEP RELIEF 50G
2204,85,2597,Emitino 4MG Tabs
2205,300,2599,DENTOGEL
2206,2200,2606,ADFIT Adult pants XL
2207,30,2693,DIAPRIDE 2
2208,2000,2709,COLOPREP KIT
2209,600,2716,SKINS EXTRA LARGE CD 4'S
2210,500,2731,EPSOM SALT 500GM
2211,300,2741,ZINCAT OD SYR
2212,160,2767,chapa shoka 3ml
2213,1100,2787,"VDM KIT 4,S"
2214,320,2790,HEPAMERZ 5MG
2215,25,2796,ENO SATCHETS 48s
2216,450,2828,CANDID B LOTION
2217,300,2834,SCABEES LOTION
2218,600,2836,BIO OIL 25ML
2219,450,2872,BAREBACK CONDOMS
2220,350,2879,KCHEK SATCHET 10S
2221,1300,2896,OLBAS OIL adult 12ML
2222,600,2907,VASELINE LIP THERAPY ROSY LIPS
2223,1200,2925,SUDOCREAM 60G
2224,400,2933,JOHNSONS VITARICH RPLNSH BDYWSH
2225,85,2987,MEDITROL 0.25MG
2226,120,2993,FOSEAL 800 TABS
2227,550,2996,POWER PLAY CONDOMS
2228,170,2997,ADULT PANTS DIAPER 10'S (M)
2229,250,3025,MENTHOPLUS 3OML
2230,1350,3029,Dentinox teething
2231,150,3043,D ACNE 20MG TABS
2232,9000,3053,BP MACHINE OMRON M2
2233,1050,3090,MIXTARD VIAL 10ML
2234,145,3109,GLEMONT L TABS 7`S
2235,100,3113,MENTHOPLUS 9ML
2236,500,3149,DEXTROSE 10% 500ML
2237,80,3155,PREGATAS ME 75
2238,1300,3158,VICKS BABY RUB 50GM
2239,1750,3159,VICKS VAPORUB 50G
2240,150,3170,DULCOLAX 10MG SUPP
2241,300,3191,WOODWARDS GRIPEWATER
2242,110,3204,CONTIFLO OD 0.4MG
2243,155,3209,MOVICOL ADULT
2244,6000,3213,CLEARBLUE DIGITAL ULTRA EARLY 2`S
2245,160,3218,BIPRETERAX 10/2.5
2246,700,3255,sawa power caps (per capsule)
2247,1900,3263,DYNAPAR QPS SPRAY
2248,2320,3264,GLUCOPLUS MACHINE
2249,100,3265,EMITINO 8MG TABS
2251,40,3283,GLUCOSE POWDER
2252,700,3301,BONNISAN
2253,70,3303,NEOPEPTINE CAPS
2254,1150,3309,DUREX PLAY CHERRY 50ML
2255,2200,3320,COVONIA DRY
2256,150,3326,ONDEM 8MG
2257,1400,3333,BUMP PATROL
2258,1400,3367,ACTIFED MULTIACTION
2259,55,3396,RENOGOLD TABS
2260,250,3416,COTTON WOOL 200G
2261,1950,3425,VICKS VAPORUB 100GMS
2262,1350,3443,CARMEX SPF15 LIPBALM 4.25MG
2263,3000,3458,Zerostat spacer
2264,750,3500,ACNES CREAMY WASH 50G
2265,1350,3516,PARODONTAX TOOTHPASTE 100g
2266,2800,3537,HUMALOG MIX 25 kwikpen
2267,125,3550,PRONERVE NT
2268,190,3649,ARICEPT 10MG
2269,2000,3654,EPIMOL-B BABY& CREAM 400G
2270,2500,3668,PULSE OXIMETER
2271,150,3685,GLYCERINE 100ML
